Empresa, Alborada
,,,,,,
contrato,nro_adh,parentesco,fecha_ingreso,estado,tipo
SOD0001268,7855,HIJO/A,2013-09-16 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001269,7856,TITULAR,2013-09-16 00:00:00,Activo,TITULAR MAS 3 PERSONAS
SOD0001269,7857,HIJO/A,2013-09-16 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001269,7858,MADRE,2013-09-16 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001269,7859,HERMANO/A,2013-09-16 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001300,7949,TITULAR,2013-09-21 00:00:00,Activo,TITULAR MAS 3 PERSONAS
SOD0001290,7910,HIJO/A,2013-09-13 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001290,7911,HIJO/A,2013-09-13 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001272,7912,TITULAR,2013-09-13 00:00:00,Activo,"TITULAR, CONYUGE E HIJOS MENORES DE 22 ANOS                                                         "
ALB0001272,7913,MADRE,2013-09-13 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001272,7914,PADRE,2013-09-13 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001272,7915,CONYUGE,2013-09-13 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001272,7916,HIJO/A,2013-09-13 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001272,7917,HIJO/A,2013-09-13 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001272,7918,HIJO/A,2013-09-13 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001284,7920,TITULAR,2013-09-13 00:00:00,Activo,TITULAR MAS 3 PERSONAS
SOD0001285,7921,TITULAR,2013-09-13 00:00:00,Activo,TITULAR MAS 3 PERSONAS
SOD0001294,7931,TITULAR,2013-02-14 00:00:00,Activo,TITULAR MAS 3 PERSONAS
SOD0001308,8001,TITULAR,2013-09-21 00:00:00,Activo,TITULAR MAS 3 PERSONAS
SOD0001308,8002,HIJO/A,2013-09-21 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001308,8003,HIJO/A,2013-09-21 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001308,8004,HIJO/A,2013-09-21 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001308,8005,HIJO/A,2013-09-21 00:00:00,Activo,ADHERENTE CON CARGO
ALB0001275,8018,TITULAR,2013-09-21 00:00:00,Activo,"TITULAR, CONYUGE E HIJOS MENORES DE 22 MAS PADRES O SUEGROS          "
ALB0001275,8019,CONYUGE,2013-09-21 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001399,11177,TITULAR,2014-02-17 00:00:00,Activo,"TITULAR, CONYUGE E HIJOS MENORES DE 22 MAS PADRES O SUEGROS          "
ALB0001275,8020,PADRE,2013-09-21 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0000040,8080,TITULAR,2012-06-25 00:00:00,Activo,TITULAR MAS 3 PERSONAS
SOD0000040,8081,HIJO/A,2012-06-25 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0000040,8082,HIJO/A,2012-06-25 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0000040,8083,CONYUGE,2012-06-25 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0000371,8175,TITULAR,2012-09-04 00:00:00,Activo,TITULAR MAS 3 PERSONAS
SOD0000371,8176,HERMANO/A,2012-09-04 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0000371,8178,HERMANO/A,2012-09-04 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001319,8025,TITULAR,2013-09-23 00:00:00,Activo,TITULAR MAS 3 PERSONAS
SOD0001319,8026,CONYUGE,2013-09-23 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001319,8027,HIJO/A,2013-09-23 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001320,8028,TITULAR,2013-09-23 00:00:00,Activo,TITULAR MAS 3 PERSONAS
SOD0001320,8029,HIJO/A,2013-09-23 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001320,8030,HIJO/A,2013-09-23 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001320,8031,CONYUGE,2013-09-23 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001321,8032,TITULAR,2013-09-23 00:00:00,Activo,TITULAR MAS 3 PERSONAS
SOD0001600,10007,HIJO/A,2013-12-06 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001321,8034,MADRE,2013-09-23 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001321,8035,PADRE,2013-09-23 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001279,8060,TITULAR,2013-09-23 00:00:00,Activo,"TITULAR, CONYUGE E HIJOS MENORES DE 22 ANOS                                                         "
ALB0001279,8061,CONYUGE,2013-09-23 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001279,8062,HIJO/A,2013-09-23 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001279,8063,HIJO/A,2013-09-23 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001279,8064,HIJO/A,2013-09-23 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001279,8065,HIJO/A,2013-09-23 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001279,8066,SUEGRO,2013-09-23 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001279,8067,PRIMO/A,2013-09-23 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001278,8068,TITULAR,2013-09-23 00:00:00,Activo,"TITULAR, CONYUGE E HIJOS MENORES DE 22 ANOS                                                         "
ALB0001278,8069,CONYUGE,2013-09-23 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001278,8070,HIJO/A,2013-09-23 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001278,8071,PADRE,2013-09-23 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001278,8072,HIJO/A,2013-09-23 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001278,8073,HIJO/A,2013-09-23 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0000236,8210,TITULAR,2012-08-01 00:00:00,Activo,TITULAR MAS 3 PERSONAS
SOD0000236,8211,HIJO/A,2012-08-01 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0000236,8212,HIJO/A,2012-08-01 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0000143,8213,TITULAR,2012-07-16 00:00:00,Activo,TITULAR MAS 3 PERSONAS
SOD0000143,8214,HERMANO/A,2012-07-16 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0000078,8105,TITULAR,2012-07-02 00:00:00,Activo,TITULAR MAS 3 PERSONAS
SOD0000078,8106,CONYUGE,2012-07-02 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0000234,8123,TITULAR,2012-08-01 00:00:00,Activo,TITULAR MAS 3 PERSONAS
SOD0000234,8124,HIJO/A,2012-08-01 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0000220,8125,TITULAR,2012-08-21 00:00:00,Activo,TITULAR MAS 3 PERSONAS
SOD0000220,8126,CONYUGE,2012-08-01 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0000220,8127,HIJO/A,2013-09-26 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0000053,8132,TITULAR,2012-06-27 00:00:00,Activo,TITULAR MAS 3 PERSONAS
SOD0000053,8133,HIJO/A,2012-06-27 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0000053,8134,HIJO/A,2012-06-27 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0000053,8135,CONYUGE,2012-06-27 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0000118,8136,TITULAR,2012-06-12 00:00:00,Activo,TITULAR MAS 3 PERSONAS
SOD0000118,8137,HIJO/A,2012-07-12 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0000135,8153,TITULAR,2012-07-10 00:00:00,Activo,TITULAR MAS 3 PERSONAS
SOD0000122,8162,TITULAR,2013-09-26 00:00:00,Activo,TITULAR MAS 3 PERSONAS
SOD0000122,8163,CONYUGE,2012-07-12 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0000122,8164,HIJO/A,2012-07-12 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0000122,8165,HIJO/A,2012-07-12 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001281,8260,TITULAR,2013-09-27 00:00:00,Activo,"TITULAR, CONYUGE E HIJOS MENORES DE 22 ANOS                                                         "
ALB0001281,8261,MADRE,2013-09-27 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001281,8262,PADRE,2013-09-27 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0000079,8305,TITULAR,2012-07-02 00:00:00,Activo,TITULAR MAS 3 PERSONAS
SOD0001331,8391,TITULAR,2013-09-27 00:00:00,Activo,TITULAR MAS 3 PERSONAS
SOD0001331,8392,HERMANO/A,2013-09-27 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001331,8393,HERMANO/A,2013-09-27 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001331,8394,HERMANO/A,2013-09-27 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALJ0000192,8331,TITULAR,2013-02-21 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALJ0000193,8332,TITULAR,2013-02-21 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALJ0000195,8334,TITULAR,2013-02-21 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALJ0000196,8335,TITULAR,2013-02-21 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALJ0000197,8336,TITULAR,2013-02-21 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALJ0000199,8338,TITULAR,2013-04-02 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALB0000259,8340,TITULAR,2008-12-11 00:00:00,Activo,"TITULAR, CONYUGE E HIJOS MENORES DE 22 ANOS                                                         "
ALB0000259,8341,CONYUGE,2008-12-11 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0000259,8342,HIJO/A,2008-12-11 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0000259,8343,HIJO/A,2008-12-11 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001409,11743,TITULAR,2008-12-06 00:00:00,Activo,"TITULAR, CONYUGE E HIJOS MENORES DE 22 ANOS                                                         "
ALP0001404,11744,TITULAR,2014-04-05 00:00:00,Activo,"TITULAR, CONYUGE E HIJOS MENORES DE 22 ANOS                                                         "
SOD0001331,8395,HERMANO/A,2013-09-27 00:00:00,Activo,ADHERENTE CON CARGO
SOD0001345,8396,TITULAR,2013-09-27 00:00:00,Activo,TITULAR MAS 3 PERSONAS
SOD0001345,8397,CONYUGE,2013-09-27 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001345,8398,HIJO/A,2013-09-27 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001345,8399,HIJO/A,2013-09-27 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001282,8411,TITULAR,2013-09-27 00:00:00,Activo,"TITULAR, CONYUGE E HIJOS MENORES DE 22 ANOS                                                         "
ALB0001282,8412,CONYUGE,2013-09-27 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001282,8413,HIJO/A,2013-09-27 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001282,8414,HIJO/A,2013-09-27 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001282,8415,HIJO/A,2013-09-27 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001282,8416,PADRE,2013-09-27 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001282,8417,MADRE,2013-09-27 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001341,8418,TITULAR,2013-09-27 00:00:00,Activo,TITULAR MAS 3 PERSONAS
SOD0001341,8419,CONYUGE,2013-09-27 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001341,8420,MADRE,2013-10-03 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001341,8421,SUEGRA,2013-09-27 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALJ0001198,8428,TITULAR,2013-03-24 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALJ0000005,8486,TITULAR,2012-09-16 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALJ0000070,8487,TITULAR,2012-09-16 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALJ0000074,8488,TITULAR,2012-09-20 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ALB0000008,8564,TITULAR,2013-02-22 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0000022,8609,TITULAR,2012-09-03 00:00:00,Activo,TITULAR MAS 3 PERSONAS
SOD0000022,8610,CONYUGE,2012-09-03 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001363,8476,TITULAR,2013-10-04 00:00:00,Activo,TITULAR MAS 3 PERSONAS
SOD0001363,8477,HIJO/A,2013-10-04 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001363,8478,HIJO/A,2013-10-04 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001365,8496,TITULAR,2013-10-04 00:00:00,Activo,TITULAR MAS 3 PERSONAS
SOD0001365,8497,HIJO/A,2013-10-04 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001365,8498,HIJO/A,2013-10-04 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001367,8506,TITULAR,2013-10-04 00:00:00,Activo,TITULAR MAS 3 PERSONAS
SOD0001367,8507,HIJO/A,2013-10-04 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001367,8508,CONYUGE,2013-10-04 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001367,8509,PADRE,2013-10-04 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001369,8596,TITULAR,2013-10-04 00:00:00,Activo,TITULAR MAS 3 PERSONAS
SOD0001369,8597,HERMANO/A,2013-10-04 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001369,8598,PRIMO/A,2013-10-04 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001369,8599,PADRE,2013-10-04 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0000250,11877,TITULAR,2012-08-02 00:00:00,Activo,TITULAR MAS 3 PERSONAS
ALJ0000970,11796,TITULAR,2012-05-08 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
ASO0000986,11649,HERMANO/A,2012-03-15 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001101,8846,TITULAR,2012-06-26 00:00:00,Activo,"TITULAR, PADRE Y MADRE                                                                              "
SOD0001401,8789,TITULAR,2013-10-11 00:00:00,Activo,TITULAR MAS 3 PERSONAS
SOD0001401,8790,MADRE,2013-10-11 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001401,8791,PADRE,2013-10-11 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001401,8792,CONYUGE,2013-10-11 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0002214,12716,TITULAR,2014-07-28 00:00:00,Activo,TITULAR MAS 3 PERSONAS
ALP0001286,8899,TITULAR,2013-10-04 00:00:00,Activo,"TITULAR, CONYUGE E HIJOS MENORES DE 22 ANOS                                                         "
ALP0001286,8900,CONYUGE,2013-10-04 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALP0001286,8901,PADRE,2013-10-04 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALP0001286,8902,HIJO/A,2013-10-04 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001285,8903,TITULAR,2013-10-04 00:00:00,Activo,"TITULAR, CONYUGE E HIJOS MENORES DE 22 ANOS                                                         "
ALB0001285,8904,MADRE,2013-10-04 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001285,8905,CONYUGE,2013-10-04 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001285,8906,HIJO/A,2013-10-04 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001285,8907,HIJO/A,2013-10-04 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001285,8908,HIJO/A,2013-10-04 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001285,8909,SUEGRO,2013-10-04 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001101,8847,PADRE,2012-06-26 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001101,8848,HERMANO/A,2012-06-26 00:00:00,Activo,ADHERENTE DE 0 A 55 ANOS                                                                            
ALB0001101,8849,HIJO/A,2012-06-26 00:00:00,Activo,ADHERENTE DE 0 A 55 ANOS                                                                            
ALB0001101,8850,HIJO/A,2012-06-26 00:00:00,Activo,ADHERENTE DE 0 A 55 ANOS                                                                            
ALB0000104,8868,TITULAR,2012-06-26 00:00:00,Activo,"TITULAR, PADRE Y MADRE                                                                              "
ALB0000104,8869,CONYUGE,2012-06-26 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0000104,8870,HIJO/A,2012-06-26 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0000104,8871,HIJO/A,2012-06-26 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0000104,8872,MADRE,2012-06-26 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0000170,11872,HIJO/A,2012-07-20 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0000117,8892,TITULAR,2012-07-10 00:00:00,Activo,TITULAR MAS 3 PERSONAS
SOD0000199,8897,TITULAR,2012-07-25 00:00:00,Activo,TITULAR MAS 3 PERSONAS
SOD0000199,8898,CONYUGE,2012-07-25 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALP0001287,8917,TITULAR,2013-10-07 00:00:00,Activo,"TITULAR, CONYUGE E HIJOS MENORES DE 22 ANOS                                                         "
ALP0001287,8918,CONYUGE,2013-10-07 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALJ0000896,11868,TITULAR,2013-02-20 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
VIT0000043,8967,TITULAR,2011-11-15 00:00:00,Activo,"TITULAR, CONYUGE MAS 2 HIJOS MENORES DE 22 ANOS      "
VIT0000043,8968,CONYUGE,2011-11-15 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
VIT0000043,8969,HIJO/A,2011-11-15 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
VIT0000043,8970,HIJO/A,2011-11-15 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0000256,9035,TITULAR,2008-12-05 00:00:00,Activo,"TITULAR, PADRE Y MADRE                                                                              "
ALB0000256,9036,MADRE,2008-12-05 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0000256,9037,PADRE,2008-12-05 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0000256,9038,HERMANO/A,2008-12-05 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0000256,9039,HERMANO/A,2008-12-05 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0000257,9088,TITULAR,2008-12-05 00:00:00,Activo,"TITULAR, PADRE Y MADRE                                                                              "
ALB0000257,9089,MADRE,2008-12-02 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0000257,9090,PADRE,2008-12-05 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001440,9099,TITULAR,2013-10-18 00:00:00,Activo,TITULAR MAS 3 PERSONAS
SOD0001440,9100,CONYUGE,2013-10-18 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001440,9101,HIJO/A,2013-10-18 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001440,9102,HERMANO/A,2013-10-18 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALJ0000031,11869,TITULAR,2012-06-06 00:00:00,Activo,SOCIO INDIVIDUAL                                                                                    
SOD0000170,11870,TITULAR,2012-07-20 00:00:00,Activo,TITULAR MAS 3 PERSONAS
ALB0001107,11834,TITULAR,2012-08-20 00:00:00,Activo,"TITULAR, CONYUGE E HIJOS MENORES DE 22 MAS PADRES O SUEGROS          "
ALB0001107,11835,HIJO/A,2012-08-20 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001107,11836,HIJO/A,2012-08-20 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001107,11837,NIETO/A,2012-08-20 00:00:00,Activo,ADHERENTE DE 0 A 55 ANOS                                                                            
ALB0001107,11838,NIETO/A,2012-08-20 00:00:00,Activo,ADHERENTE DE 0 A 55 ANOS                                                                            
ALB0001107,11839,HERMANO/A,2012-08-20 00:00:00,Activo,ADHERENTE DE 56 A 75 ANOS                                                                           
ALB0001107,11840,PRIMO/A,2012-08-20 00:00:00,Activo,ADHERENTE DE 56 A 75 ANOS                                                                           
ALB0001107,11841,NIETO/A,2012-08-20 00:00:00,Activo,ADHERENTE DE 0 A 55 ANOS                                                                            
ALB0001107,11842,HERMANO/A,2012-08-20 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001107,11843,HIJO/A,2012-08-20 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001107,11844,NIETO/A,2012-08-20 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001107,11845,NIETO/A,2012-08-20 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001107,11846,NIETO/A,2012-08-20 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001107,11847,NIETO/A,2012-08-20 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0000229,9163,TITULAR,2008-11-18 00:00:00,Activo,"TITULAR, PADRE Y MADRE                                                                              "
ALB0000229,9164,PADRE,2008-11-18 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0000229,9165,MADRE,2008-11-18 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001425,9029,TITULAR,2013-10-18 00:00:00,Activo,TITULAR MAS 3 PERSONAS
SOD0001429,9050,TITULAR,2013-10-18 00:00:00,Activo,TITULAR MAS 3 PERSONAS
SOD0001429,9051,CONYUGE,2013-10-18 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001432,9061,TITULAR,2013-10-18 00:00:00,Activo,TITULAR MAS 3 PERSONAS
SOD0001432,9062,CONYUGE,2013-10-18 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001432,9063,HIJO/A,2013-10-18 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0000225,9017,PADRE,2008-11-20 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0000225,9018,MADRE,2008-11-20 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0000225,9019,TITULAR,2008-11-20 00:00:00,Activo,"TITULAR, PADRE Y MADRE                                                                              "
ALB0000233,9025,TITULAR,2008-11-18 00:00:00,Activo,"TITULAR, PADRE Y MADRE                                                                              "
ALB0000242,9030,TITULAR,2008-11-25 00:00:00,Activo,"TITULAR, PADRE Y MADRE                                                                              "
ALB0000233,9027,MADRE,2008-11-18 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0000233,9028,PADRE,2008-11-18 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0000242,9031,MADRE,2008-11-25 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0000242,9032,PADRE,2008-11-25 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001434,9068,TITULAR,2013-10-18 00:00:00,Activo,TITULAR MAS 3 PERSONAS
SOD0001434,9069,HIJO/A,2013-10-18 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001434,9070,HERMANO/A,2013-10-18 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001434,9071,CONYUGE,2013-10-18 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001434,9072,PRIMO/A,2013-10-18 00:00:00,Activo,ADHERENTE CON CARGO
SOD0001435,9073,TITULAR,2013-10-18 00:00:00,Activo,TITULAR MAS 3 PERSONAS
SOD0001435,9074,PADRE,2013-10-18 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001435,9075,MADRE,2013-10-18 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001435,9076,PRIMO/A,2013-10-18 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001436,9077,TITULAR,2013-10-18 00:00:00,Activo,TITULAR MAS 3 PERSONAS
SOD0001436,9078,CONYUGE,2013-10-18 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001436,9079,HIJO/A,2013-10-18 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001436,9080,HIJO/A,2013-10-18 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALP0001290,9112,CONYUGE,2013-10-17 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALP0001290,9113,HIJO/A,2013-10-17 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALP0001290,9114,HIJO/A,2013-10-17 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALP0001290,9111,TITULAR,2013-10-17 00:00:00,Activo,"TITULAR, CONYUGE E HIJOS MENORES DE 22 ANOS                                                         "
ALP0001290,9115,PADRE,2013-10-17 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALP0001290,9116,HIJO/A,2013-10-17 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALP0001290,9117,HIJO/A,2013-10-17 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001442,9118,TITULAR,2013-10-17 00:00:00,Activo,TITULAR MAS 3 PERSONAS
SOD0001442,9119,CONYUGE,2013-10-17 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001442,9120,HIJO/A,2013-10-17 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001442,9121,HIJO/A,2013-10-17 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001442,9122,HIJO/A,2013-10-17 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
SOD0001442,9123,HIJO/A,2013-10-17 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001293,9132,TITULAR,2013-09-04 00:00:00,Activo,"TITULAR, CONYUGE E HIJOS MENORES DE 22 MAS PADRES O SUEGROS          "
ALB0001293,9133,PADRE,2013-09-05 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001293,9134,MADRE,2013-09-04 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001293,9135,HERMANO/A,2013-09-04 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALB0001293,9136,HERMANO/A,2013-09-04 00:00:00,Activo,ADHERENTE SIN CARGO                                                  
ALP0001288,9144,TITULAR,2013-10-07 00:00:00,Activo,"TITULAR, CONYUGE E HIJOS MENORES DE 22 MAS PADRES O SUEGROS          "
